Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade em Estoque,Filial,Data da Venda 
PÃ³ compacto,EletrodomÃ©sticos,42.68,86,Filial 7,2023-05-19 18:58:06.794203
LÃ¡pis de sobrancelha,EletrÃ´nicos,15.11,54,Filial 3,2023-01-23 18:58:06.794203
Blush em pÃ³,EletrÃ´nicos,88.54,6,Filial 4,2023-07-01 18:58:06.794203
Blush em pÃ³,EletrodomÃ©sticos,82.68,76,Filial 9,2022-12-20 18:58:06.794203
PÃ³ compacto,Alimentos,44.12,4,Filial 5,2023-05-26 18:58:06.794203
LÃ¡pis de sobrancelha,EletrÃ´nicos,97.86,1,Filial 5,2023-04-29 18:58:06.794203
Delineador lÃ­quido,EletrodomÃ©sticos,79.43,49,Filial 9,2023-08-16 18:58:06.794203
LÃ¡pis de sobrancelha,Roupas,8.16,81,Filial 2,2023-04-06 18:58:06.794203
Delineador lÃ­quido,EletrÃ´nicos,5.23,26,Filial 10,2023-05-29 18:58:06.794203
MÃ¡scara de cÃ­lios,EletrÃ´nicos,60.26,93,Filial 5,2023-05-16 18:58:06.794203
Base lÃ­quida,EletrodomÃ©sticos,46.93,95,Filial 7,2023-03-20 18:58:06.794203
Batom lÃ­quido,Roupas,97.92,81,Filial 6,2023-07-21 18:58:06.794203
LÃ¡pis de sobrancelha,EletrÃ´nicos,63.77,14,Filial 7,2023-05-02 18:58:06.794203
Blush em pÃ³,EletrodomÃ©sticos,2.71,53,Filial 4,2023-08-26 18:58:06.794203
LÃ¡pis de sobrancelha,Alimentos,18.45,51,Filial 7,2023-05-02 18:58:06.794203
Base lÃ­quida,EletrÃ´nicos,85.92,31,Filial 4,2023-05-04 18:58:06.794203
Sombra de olhos,Roupas,14.67,95,Filial 2,2023-02-24 18:58:06.794203
Delineador lÃ­quido,Roupas,6.45,77,Filial 5,2023-03-24 18:58:06.794203
MÃ¡scara de cÃ­lios,Roupas,27.51,53,Filial 8,2023-08-09 18:58:06.794203
LÃ¡pis de sobrancelha,EletrodomÃ©sticos,55.34,54,Filial 8,2023-06-28 18:58:06.794203
Base lÃ­quida,EletrodomÃ©sticos,21.09,96,Filial 7,2022-09-06 18:58:06.794203
MÃ¡scara de cÃ­lios,Alimentos,10.54,47,Filial 5,2023-04-30 18:58:06.794203
Sombra de olhos,Alimentos,23.49,38,Filial 7,2023-07-04 18:58:06.794203
PÃ³ compacto,EletrÃ´nicos,60.92,33,Filial 1,2023-03-06 18:58:06.794203
Batom matte,EletrodomÃ©sticos,61.19,14,Filial 3,2022-09-08 18:58:06.794203
Corretivo,Roupas,94.74,44,Filial 6,2023-08-14 18:58:06.794203
Base lÃ­quida,Alimentos,2.28,24,Filial 6,2022-12-20 18:58:06.794203
PÃ³ compacto,EletrodomÃ©sticos,36.76,85,Filial 5,2023-01-03 18:58:06.794203
LÃ¡pis de sobrancelha,EletrodomÃ©sticos,63.12,29,Filial 9,2023-07-26 18:58:06.794203
Corretivo,Roupas,81.99,70,Filial 8,2023-02-28 18:58:06.794203
PÃ³ compacto,EletrodomÃ©sticos,79.47,68,Filial 2,2023-08-09 18:58:06.794203
Blush em pÃ³,EletrodomÃ©sticos,31.93,43,Filial 1,2023-06-09 18:58:06.794203
Sombra de olhos,EletrodomÃ©sticos,2.96,7,Filial 5,2023-02-15 18:58:06.794203
Batom matte,Roupas,88.32,55,Filial 3,2022-09-14 18:58:06.794203
MÃ¡scara de cÃ­lios,EletrÃ´nicos,34.04,46,Filial 4,2023-02-05 18:58:06.794203
Blush em pÃ³,EletrodomÃ©sticos,90.69,3,Filial 10,2023-05-13 18:58:06.794203
PÃ³ compacto,EletrodomÃ©sticos,50.86,96,Filial 10,2023-02-15 18:58:06.794203
Base lÃ­quida,Roupas,81.99,93,Filial 4,2023-08-27 18:58:06.794203
PÃ³ compacto,EletrÃ´nicos,10.78,4,Filial 4,2023-07-23 18:58:06.794203
Delineador lÃ­quido,Roupas,29.41,81,Filial 7,2023-02-20 18:58:06.794203
Blush em pÃ³,EletrÃ´nicos,32.15,91,Filial 4,2023-07-11 18:58:06.794203
Delineador lÃ­quido,EletrÃ´nicos,8.07,35,Filial 4,2023-08-13 18:58:06.794203
Delineador lÃ­quido,EletrÃ´nicos,77.62,61,Filial 7,2022-11-29 18:58:06.794203
PÃ³ compacto,Alimentos,93.45,97,Filial 7,2022-09-13 18:58:06.794203
LÃ¡pis de sobrancelha,EletrÃ´nicos,64.73,36,Filial 6,2022-09-29 18:58:06.794203
Corretivo,EletrÃ´nicos,64.33,94,Filial 8,2022-09-13 18:58:06.794203
Delineador lÃ­quido,Roupas,67.26,23,Filial 9,2022-12-26 18:58:06.794203
LÃ¡pis de sobrancelha,EletrodomÃ©sticos,16.25,37,Filial 3,2023-08-17 18:58:06.794203
PÃ³ compacto,Alimentos,56.89,32,Filial 6,2023-08-11 18:58:06.794203
MÃ¡scara de cÃ­lios,EletrÃ´nicos,34.35,10,Filial 1,2022-09-11 18:58:06.794203
Base lÃ­quida,EletrÃ´nicos,21.36,55,Filial 1,2023-09-02 18:58:06.794203
Corretivo,Roupas,32.32,38,Filial 7,2023-07-04 18:58:06.794203
LÃ¡pis de sobrancelha,Roupas,74.55,24,Filial 6,2023-05-20 18:58:06.794203
Delineador lÃ­quido,Alimentos,81.82,4,Filial 1,2023-04-14 18:58:06.794203
Base lÃ­quida,EletrÃ´nicos,73.95,74,Filial 4,2023-03-15 18:58:06.794203
Delineador lÃ­quido,Alimentos,63.84,63,Filial 8,2023-07-25 18:58:06.794203
Batom lÃ­quido,EletrodomÃ©sticos,6.92,92,Filial 3,2023-06-04 18:58:06.794203
Corretivo,EletrodomÃ©sticos,25.15,90,Filial 4,2023-01-12 18:58:06.794203
Base lÃ­quida,Roupas,84.33,68,Filial 4,2023-05-10 18:58:06.794203
PÃ³ compacto,Alimentos,61.22,30,Filial 10,2023-08-22 18:58:06.794203
Batom lÃ­quido,Alimentos,77.76,18,Filial 9,2023-08-11 18:58:06.794203
Batom matte,Roupas,66.14,51,Filial 10,2023-01-04 18:58:06.794203
Batom lÃ­quido,EletrodomÃ©sticos,10.88,32,Filial 7,2023-03-18 18:58:06.794203
PÃ³ compacto,Alimentos,99.7,97,Filial 3,2023-08-11 18:58:06.794203
MÃ¡scara de cÃ­lios,Alimentos,61.35,41,Filial 2,2023-03-24 18:58:06.794203
Base lÃ­quida,Alimentos,17.78,49,Filial 4,2022-10-14 18:58:06.794203
PÃ³ compacto,Alimentos,59.17,40,Filial 4,2023-05-21 18:58:06.794203
Base lÃ­quida,EletrÃ´nicos,5.48,78,Filial 5,2022-10-20 18:58:06.794203
Base lÃ­quida,EletrÃ´nicos,5.61,5,Filial 5,2023-04-12 18:58:06.794203
Sombra de olhos,Roupas,70.48,48,Filial 10,2022-12-29 18:58:06.794203
PÃ³ compacto,EletrodomÃ©sticos,52.68,24,Filial 1,2023-03-18 18:58:06.794203
Base lÃ­quida,Alimentos,31.7,83,Filial 1,2023-05-29 18:58:06.794203
Corretivo,EletrodomÃ©sticos,46.65,27,Filial 1,2023-07-21 18:58:06.794203
Blush em pÃ³,Alimentos,93.55,81,Filial 4,2022-12-28 18:58:06.794203
Delineador lÃ­quido,Roupas,97.79,58,Filial 2,2023-01-15 18:58:06.794203
Batom matte,Roupas,50.69,50,Filial 4,2023-04-30 18:58:06.794203
Delineador lÃ­quido,EletrÃ´nicos,68.06,14,Filial 2,2022-09-23 18:58:06.794203
Delineador lÃ­quido,EletrÃ´nicos,8.06,81,Filial 7,2022-10-22 18:58:06.794203
Blush em pÃ³,Alimentos,97.12,24,Filial 5,2023-05-24 18:58:06.794203
MÃ¡scara de cÃ­lios,Roupas,48.11,21,Filial 1,2023-07-12 18:58:06.794203
Batom matte,Roupas,72.28,32,Filial 2,2023-05-16 18:58:06.794203
Blush em pÃ³,Roupas,8.66,88,Filial 3,2022-10-14 18:58:06.794203
LÃ¡pis de sobrancelha,Alimentos,94.08,94,Filial 7,2022-11-20 18:58:06.794203
Corretivo,Roupas,5.6,49,Filial 4,2023-07-16 18:58:06.794203
PÃ³ compacto,EletrÃ´nicos,22.36,16,Filial 3,2023-01-24 18:58:06.794203
Base lÃ­quida,Roupas,3.79,5,Filial 5,2022-12-18 18:58:06.794203
Sombra de olhos,EletrÃ´nicos,41.73,5,Filial 6,2022-11-21 18:58:06.794203
Blush em pó,Eletrodomésticos,79.41,7,Filial 7,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,85.47,78,Filial 8,Indisponivel
Base líquida,Roupas,75.02,34,Filial 8,Indisponivel
Base líquida,Roupas,44.94,90,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,58.63,91,Filial 7,Indisponivel
Blush em pó,Roupas,50.79,77,Filial 7,Indisponivel
Corretivo,Eletrodomésticos,20.46,2,Filial 4,Indisponivel
Pó compacto,Roupas,85.56,37,Filial 9,Indisponivel
Sombra de olhos,Roupas,31.92,56,Filial 8,Indisponivel
Delineador líquido,Alimentos,42.58,8,Filial 3,Indisponivel
Corretivo,Eletrodomésticos,92.03,10,Filial 8,Indisponivel
Lápis de sobrancelha,Roupas,91.01,95,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,40.01,85,Filial 7,Indisponivel
Base líquida,Alimentos,37.56,90,Filial 4,Indisponivel
Blush em pó,Roupas,9.93,82,Filial 6,Indisponivel
Batom matte,Eletrônicos,80.34,42,Filial 2,Indisponivel
Pó compacto,Alimentos,67.77,13,Filial 7,Indisponivel
Batom matte,Roupas,94.63,20,Filial 3,Indisponivel
Corretivo,Roupas,67.85,8,Filial 1,Indisponivel
Sombra de olhos,Eletrônicos,54.05,8,Filial 1,Indisponivel
Máscara de cílios,Alimentos,93.16,65,Filial 8,Indisponivel
Sombra de olhos,Roupas,44.13,66,Filial 9,Indisponivel
Sombra de olhos,Roupas,41.87,60,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrônicos,49.69,57,Filial 3,Indisponivel
Lápis de sobrancelha,Alimentos,3.77,17,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,37.85,36,Filial 5,Indisponivel
Pó compacto,Eletrônicos,80.5,99,Filial 5,Indisponivel
Base líquida,Eletrônicos,61.89,34,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrônicos,79.26,19,Filial 5,Indisponivel
Pó compacto,Alimentos,72.19,100,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,22.05,56,Filial 9,Indisponivel
Blush em pó,Eletrodomésticos,69.91,77,Filial 7,Indisponivel
Pó compacto,Eletrônicos,60.83,18,Filial 10,Indisponivel
Sombra de olhos,Alimentos,55.75,98,Filial 5,Indisponivel
Sombra de olhos,Eletrônicos,22.32,53,Filial 5,Indisponivel
Base líquida,Alimentos,60.37,35,Filial 2,Indisponivel
Batom matte,Alimentos,15.07,78,Filial 9,Indisponivel
Base líquida,Eletrônicos,67.92,63,Filial 4,Indisponivel
Pó compacto,Eletrônicos,84.48,83,Filial 3,Indisponivel
Corretivo,Eletrônicos,70.08,40,Filial 1,Indisponivel
Pó compacto,Roupas,25.96,23,Filial 9,Indisponivel
Batom matte,Alimentos,40.67,84,Filial 1,Indisponivel
Sombra de olhos,Alimentos,83.64,74,Filial 4,Indisponivel
Pó compacto,Eletrodomésticos,26.06,12,Filial 1,Indisponivel
Sombra de olhos,Eletrodomésticos,58.83,51,Filial 4,Indisponivel
Blush em pó,Alimentos,48.5,57,Filial 5,Indisponivel
Pó compacto,Roupas,75.61,87,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,62.89,20,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,31.04,68,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,34.19,63,Filial 7,Indisponivel
Base líquida,Eletrodomésticos,78.59,48,Filial 9,Indisponivel
Sombra de olhos,Eletrodomésticos,49.33,98,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrônicos,5.84,1,Filial 2,Indisponivel
Delineador líquido,Roupas,18.88,25,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrônicos,40.34,37,Filial 8,Indisponivel
Sombra de olhos,Eletrodomésticos,80.61,45,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrônicos,41.92,83,Filial 8,Indisponivel
Corretivo,Eletrodomésticos,49.24,42,Filial 9,Indisponivel
Base líquida,Roupas,37.93,35,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,24.28,73,Filial 3,Indisponivel
Delineador líquido,Eletrodomésticos,28.68,24,Filial 2,Indisponivel
Base líquida,Eletrônicos,90.32,65,Filial 1,Indisponivel
Batom líquido,Eletrodomésticos,7.99,6,Filial 3,Indisponivel
Base líquida,Eletrodomésticos,41.99,80,Filial 9,Indisponivel
Corretivo,Roupas,14.31,95,Filial 8,Indisponivel
Lápis de sobrancelha,Alimentos,58.45,19,Filial 3,Indisponivel
Delineador líquido,Roupas,20.89,68,Filial 4,Indisponivel
Pó compacto,Eletrodomésticos,64.0,28,Filial 2,Indisponivel
Pó compacto,Eletrodomésticos,11.42,60,Filial 3,Indisponivel
Batom líquido,Eletrodomésticos,72.36,61,Filial 7,Indisponivel
Máscara de cílios,Eletrônicos,65.02,13,Filial 10,Indisponivel
Pó compacto,Eletrodomésticos,75.26,11,Filial 2,Indisponivel
Blush em pó,Eletrodomésticos,26.38,19,Filial 3,Indisponivel
Corretivo,Eletrodomésticos,93.99,28,Filial 2,Indisponivel
Delineador líquido,Eletrodomésticos,86.71,22,Filial 7,Indisponivel
Pó compacto,Alimentos,26.53,78,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,17.06,19,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,6.66,29,Filial 8,Indisponivel
Blush em pó,Roupas,78.67,72,Filial 10,Indisponivel
Base líquida,Eletrodomésticos,70.98,47,Filial 2,Indisponivel
Sombra de olhos,Roupas,37.08,58,Filial 2,Indisponivel
Corretivo,Roupas,93.9,96,Filial 8,Indisponivel
Pó compacto,Alimentos,62.94,74,Filial 7,Indisponivel
Blush em pó,Alimentos,84.91,23,Filial 6,Indisponivel
Batom matte,Roupas,42.41,80,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,79.25,7,Filial 10,Indisponivel
Corretivo,Eletrônicos,37.17,70,Filial 7,Indisponivel
Sombra de olhos,Roupas,33.38,97,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrônicos,86.56,75,Filial 5,Indisponivel
Batom líquido,Eletrodomésticos,80.83,15,Filial 1,Indisponivel
Batom líquido,Eletrônicos,45.82,30,Filial 8,Indisponivel
Batom matte,Eletrodomésticos,68.11,53,Filial 7,Indisponivel
Batom matte,Eletrônicos,46.0,80,Filial 3,Indisponivel
Batom matte,Roupas,48.87,37,Filial 6,Indisponivel
Máscara de cílios,Roupas,64.28,24,Filial 8,Indisponivel
Sombra de olhos,Eletrodomésticos,26.71,1,Filial 7,Indisponivel
Batom matte,Eletrônicos,58.17,16,Filial 3,Indisponivel
Sombra de olhos,Alimentos,81.93,65,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,89.96,54,Filial 10,Indisponivel
Máscara de cílios,Alimentos,75.6,20,Filial 1,Indisponivel
Corretivo,Eletrônicos,53.98,21,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,10.25,1,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,31.76,11,Filial 5,Indisponivel
Batom líquido,Eletrônicos,33.69,12,Filial 9,Indisponivel
Pó compacto,Alimentos,44.9,68,Filial 2,Indisponivel
Máscara de cílios,Alimentos,62.27,63,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,15.45,38,Filial 8,Indisponivel
Pó compacto,Roupas,1.53,62,Filial 1,Indisponivel
Batom líquido,Eletrônicos,70.0,1,Filial 6,Indisponivel
Pó compacto,Eletrônicos,79.24,60,Filial 7,Indisponivel
Máscara de cílios,Roupas,79.14,39,Filial 1,Indisponivel
Base líquida,Alimentos,99.19,63,Filial 8,Indisponivel
Máscara de cílios,Alimentos,37.06,78,Filial 5,Indisponivel
Pó compacto,Eletrônicos,29.8,12,Filial 8,Indisponivel
Corretivo,Eletrodomésticos,52.0,80,Filial 6,Indisponivel
Base líquida,Eletrodomésticos,89.7,65,Filial 3,Indisponivel
Batom líquido,Eletrodomésticos,91.31,57,Filial 2,Indisponivel
Pó compacto,Eletrônicos,48.14,77,Filial 6,Indisponivel
Batom líquido,Eletrodomésticos,82.31,12,Filial 7,Indisponivel
Delineador líquido,Roupas,59.96,30,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrônicos,93.08,42,Filial 9,Indisponivel
Batom líquido,Roupas,3.91,37,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,56.51,39,Filial 3,Indisponivel
Delineador líquido,Roupas,11.15,69,Filial 7,Indisponivel
Base líquida,Eletrônicos,48.75,86,Filial 4,Indisponivel
Delineador líquido,Eletrodomésticos,33.31,14,Filial 10,Indisponivel
Corretivo,Eletrônicos,60.97,81,Filial 2,Indisponivel
Delineador líquido,Eletrodomésticos,14.53,11,Filial 8,Indisponivel
Batom líquido,Alimentos,33.68,99,Filial 9,Indisponivel
Máscara de cílios,Alimentos,2.83,85,Filial 5,Indisponivel
Batom matte,Roupas,68.23,40,Filial 2,Indisponivel
Pó compacto,Alimentos,21.76,46,Filial 5,Indisponivel
Base líquida,Eletrodomésticos,47.02,63,Filial 8,Indisponivel
Base líquida,Eletrônicos,43.03,28,Filial 6,Indisponivel
Base líquida,Roupas,15.3,29,Filial 2,Indisponivel
Blush em pó,Alimentos,85.81,26,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,62.99,96,Filial 9,Indisponivel
Pó compacto,Alimentos,68.27,100,Filial 4,Indisponivel
Corretivo,Alimentos,5.31,49,Filial 7,Indisponivel
Batom matte,Alimentos,53.41,59,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,34.25,100,Filial 1,Indisponivel
Blush em pó,Roupas,9.65,18,Filial 7,Indisponivel
Batom matte,Alimentos,15.6,26,Filial 7,Indisponivel
Pó compacto,Alimentos,82.53,61,Filial 5,Indisponivel
Batom matte,Eletrodomésticos,99.55,84,Filial 10,Indisponivel
Base líquida,Roupas,76.81,91,Filial 3,Indisponivel
Blush em pó,Roupas,69.43,84,Filial 6,Indisponivel
Máscara de cílios,Eletrônicos,58.69,28,Filial 10,Indisponivel
Batom matte,Roupas,98.95,72,Filial 7,Indisponivel
Batom líquido,Eletrodomésticos,78.87,87,Filial 2,Indisponivel
Blush em pó,Eletrodomésticos,37.35,35,Filial 1,Indisponivel
Sombra de olhos,Eletrônicos,36.85,87,Filial 5,Indisponivel
Batom líquido,Eletrônicos,37.5,93,Filial 1,Indisponivel
Corretivo,Eletrônicos,13.62,56,Filial 1,Indisponivel
Pó compacto,Eletrônicos,8.02,49,Filial 8,Indisponivel
Corretivo,Roupas,83.5,68,Filial 7,Indisponivel
Delineador líquido,Alimentos,51.08,97,Filial 9,Indisponivel
Delineador líquido,Roupas,96.37,10,Filial 5,Indisponivel
Corretivo,Roupas,5.81,55,Filial 9,Indisponivel
Batom matte,Alimentos,19.44,81,Filial 8,Indisponivel
Corretivo,Alimentos,1.46,3,Filial 10,Indisponivel
Pó compacto,Alimentos,9.15,7,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrônicos,9.57,41,Filial 9,Indisponivel
Blush em pó,Eletrodomésticos,49.26,10,Filial 1,Indisponivel
Blush em pó,Eletrodomésticos,28.92,1,Filial 3,Indisponivel
Máscara de cílios,Alimentos,94.15,54,Filial 6,Indisponivel
Pó compacto,Roupas,48.27,63,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,45.64,53,Filial 7,Indisponivel
Batom matte,Alimentos,33.77,60,Filial 7,Indisponivel
Lápis de sobrancelha,Eletrônicos,83.21,43,Filial 2,Indisponivel
Pó compacto,Eletrônicos,22.32,98,Filial 9,Indisponivel
Pó compacto,Eletrônicos,5.96,21,Filial 9,Indisponivel
Sombra de olhos,Alimentos,92.3,53,Filial 8,Indisponivel
Blush em pó,Alimentos,12.34,50,Filial 7,Indisponivel
Pó compacto,Roupas,10.27,56,Filial 6,Indisponivel
Pó compacto,Alimentos,96.11,6,Filial 5,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,64.91,67,Filial 5,Indisponivel
Delineador líquido,Roupas,52.4,52,Filial 4,Indisponivel
Base líquida,Roupas,90.54,70,Filial 9,Indisponivel
Sombra de olhos,Roupas,70.74,53,Filial 1,Indisponivel
Corretivo,Alimentos,62.27,10,Filial 3,Indisponivel
Corretivo,Alimentos,48.68,83,Filial 6,Indisponivel
Blush em pó,Alimentos,23.46,33,Filial 2,Indisponivel
Blush em pó,Alimentos,73.78,12,Filial 5,Indisponivel
Corretivo,Alimentos,87.16,69,Filial 10,Indisponivel
Pó compacto,Eletrônicos,16.85,91,Filial 9,Indisponivel
Base líquida,Eletrodomésticos,76.64,68,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrônicos,54.9,57,Filial 7,Indisponivel
Sombra de olhos,Eletrodomésticos,27.2,34,Filial 8,Indisponivel
Máscara de cílios,Alimentos,59.07,30,Filial 3,Indisponivel
Sombra de olhos,Eletrônicos,99.95,29,Filial 10,Indisponivel
Blush em pó,Eletrônicos,11.0,41,Filial 4,Indisponivel
Delineador líquido,Eletrodomésticos,99.5,4,Filial 10,Indisponivel
Pó compacto,Roupas,22.48,58,Filial 7,Indisponivel
Pó compacto,Alimentos,70.12,54,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrônicos,47.73,53,Filial 3,Indisponivel
Base líquida,Roupas,76.98,91,Filial 3,Indisponivel
Blush em pó,Eletrônicos,47.95,67,Filial 6,Indisponivel
Pó compacto,Eletrodomésticos,6.78,45,Filial 9,Indisponivel
Corretivo,Eletrodomésticos,22.66,45,Filial 4,Indisponivel
Máscara de cílios,Roupas,47.59,18,Filial 5,Indisponivel
Pó compacto,Eletrônicos,8.67,23,Filial 6,Indisponivel
Batom matte,Roupas,51.75,47,Filial 10,Indisponivel
Máscara de cílios,Roupas,55.75,73,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,38.21,38,Filial 5,Indisponivel
Batom matte,Eletrônicos,90.65,52,Filial 10,Indisponivel
Pó compacto,Eletrodomésticos,6.94,61,Filial 4,Indisponivel
Base líquida,Alimentos,57.36,92,Filial 9,Indisponivel
Máscara de cílios,Eletrônicos,4.27,86,Filial 2,Indisponivel
Blush em pó,Roupas,67.2,23,Filial 4,Indisponivel
Máscara de cílios,Alimentos,98.1,85,Filial 3,Indisponivel
Blush em pó,Eletrodomésticos,84.94,50,Filial 4,Indisponivel
Batom líquido,Alimentos,58.91,63,Filial 6,Indisponivel
Pó compacto,Eletrônicos,96.86,61,Filial 5,Indisponivel
Delineador líquido,Eletrônicos,85.35,70,Filial 4,Indisponivel
Máscara de cílios,Eletrodomésticos,80.35,55,Filial 10,Indisponivel
Blush em pó,Alimentos,2.15,45,Filial 6,Indisponivel
Delineador líquido,Roupas,64.49,88,Filial 8,Indisponivel
Sombra de olhos,Alimentos,70.7,36,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,44.67,15,Filial 3,Indisponivel
Base líquida,Eletrodomésticos,30.42,47,Filial 9,Indisponivel
Corretivo,Alimentos,31.79,87,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,37.82,4,Filial 9,Indisponivel
Blush em pó,Eletrodomésticos,88.26,40,Filial 5,Indisponivel
Blush em pó,Eletrônicos,26.6,9,Filial 2,Indisponivel
Sombra de olhos,Roupas,74.21,44,Filial 8,Indisponivel
Base líquida,Alimentos,45.22,31,Filial 10,Indisponivel
Base líquida,Alimentos,28.09,96,Filial 8,Indisponivel
Batom matte,Eletrônicos,62.53,45,Filial 6,Indisponivel
Sombra de olhos,Alimentos,28.69,81,Filial 8,Indisponivel
Sombra de olhos,Roupas,67.67,6,Filial 5,Indisponivel
Delineador líquido,Eletrônicos,86.63,8,Filial 10,Indisponivel
Máscara de cílios,Alimentos,75.24,12,Filial 9,Indisponivel
Delineador líquido,Roupas,9.53,37,Filial 7,Indisponivel
Sombra de olhos,Roupas,58.7,38,Filial 6,Indisponivel
Corretivo,Alimentos,41.91,21,Filial 7,Indisponivel
Lápis de sobrancelha,Roupas,34.24,13,Filial 4,Indisponivel
Batom matte,Eletrônicos,15.69,80,Filial 1,Indisponivel
Batom matte,Alimentos,68.83,71,Filial 9,Indisponivel
Pó compacto,Alimentos,67.0,8,Filial 9,Indisponivel
Sombra de olhos,Eletrônicos,29.15,2,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,98.94,48,Filial 10,Indisponivel
Corretivo,Eletrônicos,50.1,54,Filial 10,Indisponivel
Batom líquido,Roupas,63.19,28,Filial 10,Indisponivel
Batom matte,Eletrodomésticos,25.2,14,Filial 4,Indisponivel
Blush em pó,Alimentos,45.62,81,Filial 9,Indisponivel
Base líquida,Alimentos,73.27,69,Filial 2,Indisponivel
Base líquida,Roupas,77.17,84,Filial 9,Indisponivel
Blush em pó,Eletrodomésticos,55.1,53,Filial 1,Indisponivel
Batom líquido,Alimentos,72.3,49,Filial 3,Indisponivel
Base líquida,Eletrodomésticos,78.7,12,Filial 7,Indisponivel
Corretivo,Roupas,47.23,19,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,84.6,8,Filial 5,Indisponivel
Blush em pó,Eletrodomésticos,15.92,77,Filial 10,Indisponivel
Delineador líquido,Eletrodomésticos,40.97,6,Filial 4,Indisponivel
Pó compacto,Eletrônicos,17.85,52,Filial 2,Indisponivel
Batom líquido,Eletrônicos,88.73,52,Filial 8,Indisponivel
Blush em pó,Eletrodomésticos,42.18,30,Filial 3,Indisponivel
Blush em pó,Eletrodomésticos,90.03,29,Filial 8,Indisponivel
Blush em pó,Eletrônicos,62.38,32,Filial 1,Indisponivel
Máscara de cílios,Alimentos,2.3,80,Filial 4,Indisponivel
